id,lei,nº lei,data,assunto: emenda lei [f()] / é emendado [f(x)],outro assunto [o],assunto,n_palavras,freq_assunto,quais_f,quais_fx,quais_f_o,quais_fx_o,epígrafe,ementa,Artigo 1º,URL,dimensão,benevolência,função social,função social especificamente ligada ao assunto,ramo (dogmático) do direito,ramo (sociológico) do direito,imposição/reconhecimento (pelo jurídico),ferramenta/ambiente,Artigo 1 revogado,efetivamente revogada [r],,
31,L-14.382,14382,27/06/2022,f(),,82,12853,"0,638%","('altera', 'l', 13465);('altera', 'l', 11977)",,"('revoga', 'l', 4591);('altera', 'l', 8935);('revoga', 'l', 9042);('altera', 'l', 6766);('altera', 'l', 13097);('altera', 'l', 4591);('revoga', 'l', 10931)",,"LEI Nº 14.382, DE 27 DE JUNHO DE 2022","Dispõe sobre o Sistema Eletrônico dos Registros Públicos (Serp); altera as Leis nºs 4.591, de 16 de dezembro de 1964, 6.015, de 31 de dezembro de 1973 (Lei de Registros Públicos), 6.766, de 19 de dezembro de 1979, 8.935, de 18 de novembro de 1994, 10.406, de 10 de janeiro de 2002 (Código Civil), 11.977, de 7 de julho de 2009, 13.097, de 19 de janeiro de 2015, e 13.465, de 11 de julho de 2017; e revoga a Lei nº 9.042, de 9 de maio de 1995, e dispositivos das Leis nºs 4.864, de 29 de novembro de 1965, 8.212, de 24 de julho de 1991, 12.441, de 11 de julho de 2011, 12.810, de 15 de maio de 2013, e 14.195, de 26 de agosto de 2021.","Esta Lei dispõe sobre o Sistema Eletrônico dos Registros Públicos (Serp), de que trata o art. 37 da Lei nº 11.977, de 7 de julho de 2009, bem como moderniza e simplifica os procedimentos relativos aos registros públicos de atos e negócios jurídicos, de que trata a Lei nº 6.015, de 31 de dezembro de 1973 (Lei de Registros Públicos), e de incorporações imobiliárias, de que trata a Lei nº 4.591, de 16 de dezembro de 1964.",https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2022/lei/l14382.htm,ontológica;normativa,neutra,comercial,,tributário,econômico,impõe,ambiente,,,,
32,L-12.715,12715,17/09/2012,f();f(x),,59,22658,"0,260%","(None, 'l', 10833);('altera', 'l', 12546);('altera', 'l', 8666);('altera', 'l', 9430);('altera', 'l', 11196)","('redação dada', 'l', 12837);('redação dada', 'l', 13043)","('altera', 'l', 9250);('altera', 'dl', 1455);('altera', 'l', 10865);('altera', 'l', 11484);(None, 'l', 12996);('altera', 'dl', 1593);('altera', 'l', 11033)","('redação dada', 'l', 14564);('redação dada', 'l', 14108);('incluído', 'l', 12996);('incluído', 'l', 13097);('redação dada', 'l', 12844);('redação dada', 'l', 13169);('instituído', 'l', 11484);('incluído', 'l', 14108);('redação\ndada', 'l', 13097);('incluído\ndada', 'l', 12996);('incluído', 'l', 12844);('redação dada', 'l', 12996);('incluído dada', 'l', 12996);('redação dada', 'l', 13097)","LEI Nº 12.715, DE 17 DE SETEMBRO DE 2012.","Altera a alíquota das contribuições previdenciárias sobre a folha de salários devidas pelas empresas que especifica; institui o Programa de Incentivo à Inovação Tecnológica e Adensamento da Cadeia Produtiva de Veículos Automotores, o Regime Especial de Tributação do Programa Nacional de Banda Larga para Implantação de Redes de Telecomunicações, o Regime Especial de Incentivo a Computadores para Uso Educacional, o Programa Nacional de Apoio à Atenção Oncológica e o Programa Nacional de Apoio à Atenção da Saúde da Pessoa com Deficiência; restabelece o Programa Um Computador por Aluno; altera o Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Semicondutores, instituído pela Lei nº 11.484, de 31 de maio de 2007; altera as Leis nº s 9.250, de 26 de dezembro de 1995, 11.033, de 21 de dezembro de 2004, 9.430, de 27 de dezembro de 1996, 10.865, de 30 de abril de 2004, 11.774, de 17 de setembro de 2008, 12.546, de 14 de dezembro de 2011, 11.484, de 31 de maio de 2007, 10.637, de 30 de dezembro de 2002, 11.196, de 21 de novembro de 2005, 10.406, de 10 de janeiro de 2002, 9.532, de 10 de dezembro de 1997, 12.431, de 24 de junho de 2011, 12.414, de 9 de junho de 2011, 8.666, de 21 de junho de 1993, 10.925, de 23 de julho de 2004, os Decretos-Leis nº s 1.455, de 7 de abril de 1976, 1.593, de 21 de dezembro de 1977, e a Medida Provisória nº 2.199-14, de 24 de agosto de 2001; e dá outras providências.","Fica instituído o Programa Nacional de Apoio à Atenção Oncológica - PRONON, com a finalidade de captar e canalizar recursos para a prevenção e o combate ao câncer. (Regulamento)",https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/lei/l12715.htm,ontológica;normativa,benefício,saúde;transparência;comercial,,tributário,econômico;saúde,impõe,ferramenta,,,,
33,L-14.195,14195,26/08/2021,f();f(x),o,63,13914,"0,453%","('altera', 'l', 12546);('altera', 'l', 9430);('altera', 'l', 6404);('altera', 'l', 10522);('altera', 'l', 11598)","('revogado', 'l', 14382)","('altera', 'l', 7913);('altera', 'dl', 666);('altera', 'l', 5764);(None, 'dl', 341);('altera', 'l', 4886);('altera', 'l', 8934);('altera', 'dl', 341);('altera', 'l', 12514);('altera', 'l', 6385);('altera', 'l', 13874);('altera', 'l', 9279)",,"LEI Nº 14.195, DE 26 DE AGOSTO DE 2021","Dispõe sobre a facilitação para abertura de empresas, sobre a proteção de acionistas minoritários, sobre a facilitação do comércio exterior, sobre o Sistema Integrado de Recuperação de Ativos (Sira), sobre as cobranças realizadas pelos conselhos profissionais, sobre a profissão de tradutor e intérprete público, sobre a obtenção de eletricidade, sobre a desburocratização societária e de atos processuais e a prescrição intercorrente na Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil); altera as Leis nºs 11.598, de 3 de dezembro de 2007, 8.934, de 18 de novembro de 1994, 6.404, de 15 de dezembro de 1976, 7.913, de 7 de dezembro de 1989, 12.546, de 14 de dezembro 2011, 9.430, de 27 de dezembro de 1996, 10.522, de 19 de julho de 2002, 12.514, de 28 de outubro de 2011, 6.015, de 31 de dezembro de 1973, 10.406, de 10 de janeiro de 2002 (Código Civil), 13.105, de 16 de março de 2015 (Código de Processo Civil), 4.886, de 9 de dezembro de 1965, 5.764, de 16 de dezembro de 1971, 6.385, de 7 de dezembro de 1976, e 13.874, de 20 de setembro de 2019, e o Decreto-Lei nº 341, de 17 de março de 1938; e revoga as Leis nºs 2.145, de 29 de dezembro de 1953, 2.807, de 28 de junho de 1956, 2.815, de 6 de julho de 1956, 3.187, de 28 de junho de 1957, 3.227, de 27 de julho de 1957, 4.557, de 10 de dezembro de 1964, 7.409, de 25 de novembro de 1985, e 7.690, de 15 de dezembro de 1988, os Decretos nºs 13.609, de 21 de outubro de 1943, 20.256, de 20 de dezembro de 1945, e 84.248, de 28 de novembro de 1979, e os Decretos-Lei nºs 1.416, de 25 de agosto de 1975, e 1.427, de 2 de dezembro de 1975, e dispositivos das Leis nºs 2.410, de 29 de janeiro de 1955, 2.698, de 27 de dezembro de 1955, 3.053, de 22 de dezembro de 1956, 5.025, de 10 de junho de 1966, 6.137, de 7 de novembro de 1974, 8.387, de 30 de dezembro de 1991, 9.279, de 14 de maio de 1996, e 9.472, de 16 de julho de 1997, e dos Decretos-Lei nºs 491, de 5 de março de 1969, 666, de 2 de julho de 1969, e 687, de 18 de julho de 1969; e dá outras providências.","Esta Lei dispõe sobre a facilitação para abertura de empresas, sobre a proteção de acionistas minoritários, sobre a facilitação do comércio exterior, sobre o Sistema Integrado de Recuperação de Ativos (Sira), sobre as cobranças realizadas pelos conselhos profissionais, sobre a profissão de tradutor e intérprete público, sobre a obtenção de eletricidade, sobre a desburocratização societária e de atos processuais e a prescrição intercorrente na Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil).",https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2021/lei/l14195.htm,ontológica;normativa,benefício,comercial,comercial,tributário,econômico,impõe,ferramenta,,,,
34,L-12.735,12735,30/11/2012,,,6,321,"1,869%",,,"('altera', 'dl', 2848);('altera', 'l', 7716)",,"LEI Nº 12.735, DE 30 DE NOVEMBRO DE 2012.","Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, o Decreto-Lei nº 1.001, de 21 de outubro de 1969 - Código Penal Militar, e a Lei nº 7.716, de 5 de janeiro de 1989, para tipificar condutas realizadas mediante uso de sistema eletrônico, digital ou similares, que sejam praticadas contra sistemas informatizados e similares; e dá outras providências.","Esta Lei altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, o Decreto-Lei nº 1.001, de 21 de outubro de 1969 - Código Penal Militar, e a Lei nº 7.716, de 5 de janeiro de 1989, para tipificar condutas realizadas mediante uso de sistema eletrônico, digital ou similares, que sejam praticadas contra sistemas informatizados e similares; e dá outras providências.",https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/lei/l12735.htm,normativa,ameaça;benefício,segurança;controle;privacidade;segurança sexual;ECA,,civil,segurança,reconhece,ferramenta,,,,
35,L-13.138,13138,26/06/2015,,,4,272,"1,471%",,,,,"LEI Nº 13.138, DE 26 DE JUNHO DE 2015.","Altera o art. 19 do Regulamento a que se refere o Decreto nº 21.981, de 19 de outubro de 1932, que regula a profissão de Leiloeiro ao território da República, para incluir como competência dos leiloeiros a venda em hasta pública ou público pregão por meio da rede mundial de computadores.","O art. 19 do Regulamento a que se refere o Decreto nº 21.981, de 19 de outubro de 1932 , passa a vigorar com a seguinte redação:",https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/lei/l13138.htm,normativa,benefício,comercial,,civil,econômico,reconhece,ferramenta;ambiente,,,,
36,L-12.737,12737,30/11/2012,,,3,580,"0,517%",,,"('altera', 'dl', 2848)",,"LEI Nº 12.737, DE 30 DE NOVEMBRO DE 2012.","Dispõe sobre a tipificação criminal de delitos informáticos; altera o Decreto- Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal; e dá outras providências.",Esta Lei dispõe sobre a tipificação criminal de delitos informáticos e dá outras providências.,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/lei/l12737.htm,normativa,ameaça,segurança;propriedade,,penal,criminal,reconhece,ferramenta,,1/2r,,
37,L-11.419,11419,19/12/2006,f(),,95,2787,"3,409%","('altera', 'l', 5869)",,,"('incluído', 'l', 13793)","LEI Nº 11.419, DE 19 DE DEZEMBRO DE 2006.","Dispõe sobre a informatização do processo judicial; altera a Lei nº 5.869, de 11 de janeiro de 1973 – Código de Processo Civil; e dá outras providências.","O uso de meio eletrônico na tramitação de processos judiciais, comunicação de atos e transmissão de peças processuais será admitido nos termos desta Lei.",https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/lei/l11419.htm,normativa,benefício,burocrática,,processual,burocrático,impõe,ferramenta,,r,,
38,L-13.642,13642,03/04/2018,f(),,4,206,"1,942%","('altera', 'l', 10446)",,,,"LEI Nº 13.642, DE 3 DE ABRIL DE 2018.","Altera a Lei nº 10.446, de 8 de maio de 2002, para acrescentar atribuição à Polícia Federal no que concerne à investigação de crimes praticados por meio da rede mundial de computadores que difundam conteúdo misógino, definidos como aqueles que propagam o ódio ou a aversão às mulheres.","O **caput** do art. 1º da Lei nº 10.446, de 8 de maio de 2002 , passa a vigorar acrescido do seguinte inciso VII:",https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13642.htm,normativa;ontológica,ameaça,segurança;integridade,,penal,ciminal;ética,reconhece,ambiente,,,,
39,L-13.994,13994,24/04/2020,,o;?,5,259,"1,931%",,,"('altera', 'l', 9099)",,"LEI Nº 13.994, DE 24 DE ABRIL DE 2020","Altera a Lei nº 9.099, de 26 de setembro de 1995, para possibilitar a conciliação não presencial no âmbito dos Juizados Especiais Cíveis.","Esta Lei altera a Lei nº 9.099, de 26 de setembro de 1995 , para possibilitar a conciliação não presencial no âmbito dos Juizados Especiais Cíveis.",https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/lei/l13994.htm,normativa,benefício,burocrática;mediação,burocrática;mediação,processual,burocrático,impõe,ambiente;ferramenta,,,,
40,L-12.968,12968,06/05/2014,,o,4,684,"0,585%",,,"('altera', 'l', 6815)",,"LEI Nº 12.968, DE 6 DE MAIO DE 2014.","Estabelece procedimento alternativo para a concessão de visto de turismo a estrangeiro e altera os arts. 9º , 10 e 56 da Lei nº 6.815, de 19 de agosto de 1980","Esta Lei altera a Lei nº 6.815, de 19 de agosto de 1980, para acrescentar parágrafos ao art. 9º , visando a estabelecer procedimento alternativo para a concessão de visto de turista a estrangeiro para ingresso na República Federativa do Brasil; para modificar a redação do art. 10, visando a permitir a dispensa da exigência do visto de turista e dos vistos temporários para estrangeiros em viagens de negócios, ou na condição de artista ou desportista, ao nacional de país que confira a brasileiro idêntico tratamento; e para acrescentar parágrafo ao art. 56.",https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/lei/l12968.htm,normativa,benefício,inclusão;burocrática,inclusão;burocrática,civil,burocrático,impõe;reconhece,ferramenta,,r,,
41,LCP-131,131,27/05/2009,,o,1,628,"0,159%",,,"('altera', 'l', 101)",,"LEI COMPLEMENTAR Nº 131, DE 27 DE MAIO DE 2009","Acrescenta dispositivos à Lei Complementar nº 101, de 4 de maio de 2000, que estabelece normas de finanças públicas voltadas para a responsabilidade na gestão fiscal e dá outras providências, a fim de determinar a disponibilização, em tempo real, de informações pormenorizadas sobre a execução orçamentária e financeira da União, dos Estados, do Distrito Federal e dos Municípios.","O art. 48 da Lei Complementar nº 101, de 4 de maio de 2000, passa a vigorar com a seguinte redação:",https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp131.htm,normativa,benefício,transparência,transparência,orçamentário,burocrático;econômico,,ambiente,,,,
42,L-14.199,14199,02/09/2021,f(),o,2,758,"0,264%","('altera', 'l', 8212)",,"('altera', 'l', 8213)",,"LEI Nº 14.199, DE 2 DE SETEMBRO DE 2021","Altera as Leis nºs 8.212, de 24 de julho de 1991, e 8.213, de 24 de julho de 1991, para dispor sobre medidas alternativas de prova de vida para os beneficiários da Previdência Social durante o estado de calamidade pública reconhecido pelo Congresso Nacional; e dá outras providências.","Fica suspensa, até 31 de dezembro de 2021, a comprovação de vida para os beneficiários do Instituto Nacional do Seguro Social (INSS), exigida nos termos do § 8º do art. 69 da Lei nº 8.212, de 24 de julho de 1991, em razão da Emergência em Saúde Pública de Importância Nacional (Espin) decorrente da infecção humana pelo coronavírus SARS-CoV-2. (Promulgação partes vetadas)",https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2021/lei/l14199.htm,normativa,benefício,inclusão;saúde,,administrativo,econômico,reconhece,ferramenta,,,,
43,L-12.837,12837,09/07/2013,f(),,2,489,"0,409%","('altera', 'l', 12715)",,,,"LEI Nº 12.837, DE 9 DE JULHO DE 2013.","Altera as Leis nºs 6.704, de 26 de outubro de 1979, para dispor sobre o Seguro de Crédito à Exportação nas operações relativas a exportações do setor aeronáutico, 11.494, de 20 de junho de 2007, para dispor sobre o cômputo no Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB das matrículas em pré-escolas conveniadas com o poder público, 12.715, de 17 de setembro de 2012, para estender a data- limite para adesão ao Regime Especial de Tributação do Programa Nacional de Banda Larga para Implantação de Redes de Telecomunicações - REPNBL-Redes, 11.096, de 13 de janeiro de 2005, e 12.513, de 26 de outubro de 2011.","O art. 1º da Lei nº 6.704, de 26 de outubro de 1979, passa a vigorar com as seguintes alterações:",https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/lei/l12837.htm,normativa,?,comercial;educação,?,comercial;administrativo,econômico;educação,?,?,,,,
44,L-13.292,13292,31/05/2016,,o,0,1930,"0,000%",,,"('altera', 'l', 13240);('altera', 'l', 6704)","('revogado', 'l', 14286)","LEI Nº 13.292, DE 31 DE MAIO DE 2016.","Altera a Lei nº 6.704, de 26 de outubro de 1979, para dispor sobre o Seguro de Crédito à Exportação, as Leis nº 9.818, de 23 de agosto de 1999, e 11.281, de 20 de fevereiro de 2006, para dispor sobre o Fundo de Garantia à Exportação, a Lei nº 12.712, de 30 de agosto de 2012, para dispor sobre a utilização de imóveis da União para integralização de fundo garantidor e sobre a Agência Brasileira Gestora de Fundos Garantidores e Garantias S.A. (ABGF), o Decreto-Lei nº 857, de 11 de setembro de 1969, para dispor sobre moeda de pagamento de obrigações exequíveis no Brasil, e a Lei nº 13.240, de 30 de dezembro de 2015, para dispor sobre a utilização de imóveis da União para integralização de fundo garantidor; e dispõe sobre a concessão pela União de seguro de investimento no exterior contra riscos políticos e extraordinários.","Os arts. 1º e 4º da Lei nº 6.704, de 26 de outubro de 1979 , passam a vigorar com as seguintes alterações:",https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/lei/l13292.htm,normativa,?,comercial,?,comercial,econômico,?,?,,,,
45,L-14.533,14533,11/01/2023,;f(),,72,2136,"3,371%","(None, 'l', 13709)",,"('altera', 'l', 9448)",,"LEI Nº 14.533, DE 11 DE JANEIRO DE 2023","Institui a Política Nacional de Educação Digital e altera as Leis nºs 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), 9.448, de 14 de março de 1997, 10.260, de 12 de julho de 2001, e 10.753, de 30 de outubro de 2003.","Esta Lei institui a Política Nacional de Educação Digital (PNED), estruturada a partir da articulação entre programas, projetos e ações de diferentes entes federados, áreas e setores governamentais, a fim de potencializar os padrões e incrementar os resultados das políticas públicas relacionadas ao acesso da população brasileira a recursos, ferramentas e práticas digitais, com prioridade para as populações mais vulneráveis.",https://www.planalto.gov.br/ccivil_03/_ato2023-2026/2023/lei/l14533.htm,ontológica,benefício,educação,,civil,educação,reconhece,ambiente,,,,
46,L-13.482,13482,20/09/2017,f(),o,2,305,"0,656%","('altera', 'l', 10893)",,,,"LEI Nº 13.482, DE 20 DE SETEMBRO DE 2017.","Altera a Lei nº 10.893, de 13 de julho de 2004, para estabelecer a obrigatoriedade de divulgação dos valores arrecadados do Adicional ao Frete para a Renovação da Marinha Mercante (AFRMM) e do quantitativo e da destinação dos valores arrecadados ao Fundo da Marinha Mercante (FMM","Esta Lei altera a Lei nº 10.893, de 13 de julho de 2004, para estabelecer a obrigatoriedade de divulgação dos valores arrecadados do Adicional ao Frete para a Renovação da Marinha Mercante (AFRMM) e do quantitativo e da destinação dos valores arrecadados ao Fundo da Marinha Mercante (FMM).",https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/lei/l13482.htm,normativa,benefício,transparência,transparência,administrativo,burocrático,reconhece,ferramenta,,,,
47,L-13.848,13848,25/06/2019,;f(),o,17,8709,"0,195%","('altera', 'l', 10233)",,"('altera', 'l', 11182);('altera', 'l', 9986);('altera', 'l', 9472);('altera', 'l', 9478);('altera', 'l', 9427);('altera', 'l', 10180);('altera', 'l', 9961);('altera', 'l', 9782);('altera', 'l', 9984)",,"LEI Nº 13.848, DE 25 DE JUNHO DE 2019","Dispõe sobre a gestão, a organização, o processo decisório e o controle social das agências reguladoras, altera a Lei nº 9.427, de 26 de dezembro de 1996, a Lei nº 9.472, de 16 de julho de 1997, a Lei nº 9.478, de 6 de agosto de 1997, a Lei nº 9.782, de 26 de janeiro de 1999, a Lei nº 9.961, de 28 de janeiro de 2000, a Lei nº 9.984, de 17 de julho de 2000, a Lei nº 9.986, de 18 de julho de 2000, a Lei nº 10.233, de 5 de junho de 2001, a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, a Lei nº 11.182, de 27 de setembro de 2005, e a Lei nº 10.180, de 6 de fevereiro de 2001.","Esta Lei dispõe sobre a gestão, a organização, o processo decisório e o controle social das agências reguladoras, altera a Lei nº 9.427, de 26 de dezembro de 1996, a Lei nº 9.472, de 16 de julho de 1997, a Lei nº 9.478, de 6 de agosto de 1997, a Lei nº 9.782, de 26 de janeiro de 1999, a Lei nº 9.961, de 28 de janeiro de 2000, a Lei nº 9.984, de 17 de julho de 2000, a Lei nº 9.986, de 18 de julho de 2000, a Lei nº 10.233, de 5 de junho de 2001, a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, a Lei nº 11.182, de 27 de setembro de 2005, e a Lei nº 10.180, de 6 de fevereiro de 2001.",https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/l13848.htm,normativa,benefício,burocrática;transparência,transparência,administrativo,burocrático,reconhece,ferramenta,,,,
48,LCP-156,156,28/12/2016,,o,3,5617,"0,053%",,,"('altera', 'l', 148);('altera', 'l', 178);('altera', 'l', 101);('altera', 'l', 9496);('altera', 'l', 8727)","('incluído', 'l', 159);('incluído', 'l', 181);('redação dada', 'l', 189);('exigidos', 'l', 101);('assumidas', 'l', 8727);('não', 'l', 8727);('redação dada', 'l', 178);('incluída', 'l', 178);('incluído', 'l', 189);('redação dada', 'l', 159);('redação dada', 'l', 181);('único', 'l', 189);('incluído', 'l', 178)","LEI COMPLEMENTAR Nº 156, DE 28 DE DEZEMBRO DE 2016","Estabelece o Plano de Auxílio aos Estados e ao Distrito Federal e medidas de estímulo ao reequilíbrio fiscal; e altera a Lei Complementar nº 148, de 25 de novembro de 2014, a Lei nº 9.496, de 11 de setembro de 1997, a Medida Provisória nº 2.192-70, de 24 de agosto de 2001, a Lei nº 8.727, de 5 de novembro de 1993, e a Lei Complementar nº 101, de 4 de maio de 2000.","A União poderá adotar, nos contratos de refinanciamento de dívidas celebrados com os Estados e o Distrito Federal com base na Lei nº 9.496, de 11 de setembro de 1997, e nos contratos de abertura de crédito firmados com os Estados ao amparo da Medida Provisória nº 2.192-70, de 24 de agosto de 2001, mediante celebração de termo aditivo, o prazo adicional de até duzentos e quarenta meses para o pagamento das dívidas refinanciadas.",https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp156.htm,normativa,benefício,burocrático;fiscal;transparência,transparência,administrativo,burocrático;econômico,reconhece,ferramenta,,,,
